E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA
0.141,1.374,0.141,1.364,0.141,1.359,0.07,-0.33,0.07,-0.345,0.065,0.566,0.065,0.555,0.141,1.972,0.141,1.971,0.141,2.629,0.141,2.632,0.141,5.279,0.141,5.278
0.142,1.367,0.142,1.357,0.142,1.351,0.07,-0.333,0.07,-0.339,0.066,0.572,0.066,0.569,0.142,1.951,0.142,1.959,0.142,2.621,0.142,2.621,0.142,5.251,0.142,5.245
0.143,1.36,0.143,1.364,0.143,1.359,0.069,-0.331,0.069,-0.33,0.066,0.58,0.066,0.555,0.143,1.96,0.143,1.957,0.143,2.618,0.143,2.626,0.143,5.251,0.143,5.248
0.144,1.364,0.144,1.356,0.144,1.345,0.069,-0.342,0.069,-0.35,0.066,0.568,0.066,0.577,0.144,1.948,0.144,1.949,0.144,2.612,0.144,2.614,0.144,5.236,0.144,5.224
0.145,1.356,0.145,1.362,0.145,1.347,0.069,-0.333,0.069,-0.334,0.067,0.563,0.067,0.569,0.145,1.945,0.145,1.943,0.145,2.598,0.145,2.614,0.145,5.207,0.145,5.216
0.146,1.357,0.146,1.347,0.146,1.345,0.069,-0.333,0.069,-0.331,0.067,0.6,0.067,0.594,0.146,1.939,0.146,1.933,0.146,2.589,0.146,2.587,0.146,5.185,0.146,5.193
0.147,1.36,0.147,1.359,0.147,1.357,0.068,-0.328,0.068,-0.33,0.067,0.586,0.067,0.597,0.147,1.94,0.147,1.951,0.147,2.606,0.147,2.606,0.147,5.196,0.147,5.209
0.148,1.35,0.148,1.35,0.148,1.351,0.068,-0.339,0.068,-0.336,0.068,0.594,0.068,0.592,0.148,1.933,0.148,1.933,0.148,2.589,0.148,2.586,0.148,5.176,0.148,5.182
0.149,1.351,0.149,1.351,0.149,1.345,0.068,-0.353,0.068,-0.333,0.068,0.586,0.068,0.583,0.149,1.926,0.149,1.929,0.149,2.584,0.149,2.58,0.149,5.162,0.149,5.166
0.15,1.345,0.15,1.342,0.15,1.336,0.068,-0.34,0.068,-0.333,0.069,0.58,0.069,0.577,0.15,1.922,0.15,1.913,0.15,2.572,0.15,2.566,0.15,5.139,0.15,5.141
0.151,1.347,0.151,1.344,0.151,1.342,0.067,-0.324,0.067,-0.325,0.069,0.58,0.069,0.586,0.151,1.914,0.151,1.922,0.151,2.572,0.151,2.572,0.151,5.124,0.151,5.136
0.152,1.331,0.152,1.336,0.152,1.334,0.067,-0.365,0.067,-0.371,0.069,0.595,0.069,0.58,0.152,1.903,0.152,1.902,0.152,2.555,0.152,2.563,0.152,5.101,0.152,5.112
0.153,1.334,0.153,1.334,0.153,1.341,0.067,-0.35,0.067,-0.339,0.07,0.571,0.07,0.564,0.153,1.899,0.153,1.905,0.153,2.549,0.153,2.552,0.153,5.09,0.153,5.098
0.154,1.331,0.154,1.331,0.154,1.33,0.067,-0.345,0.067,-0.353,0.07,0.586,0.07,0.587,0.154,1.888,0.154,1.891,0.154,2.538,0.154,2.537,0.154,5.072,0.154,5.074
0.155,1.327,0.155,1.341,0.155,1.344,0.066,-0.336,0.066,-0.331,0.07,0.572,0.07,0.568,0.155,1.897,0.155,1.9,0.155,2.541,0.155,2.546,0.155,5.069,0.155,5.077
0.156,1.324,0.156,1.331,0.156,1.327,0.066,-0.337,0.066,-0.343,0.071,0.606,0.071,0.591,0.156,1.888,0.156,1.89,0.156,2.529,0.156,2.534,0.156,5.047,0.156,5.055
0.157,1.322,0.157,1.333,0.157,1.328,0.066,-0.33,0.066,-0.33,0.071,0.58,0.071,0.586,0.157,1.883,0.157,1.887,0.157,2.518,0.157,2.526,0.157,5.031,0.157,5.041
0.158,1.313,0.158,1.328,0.158,1.321,0.066,-0.33,0.066,-0.334,0.071,0.578,0.071,0.569,0.158,1.87,0.158,1.871,0.158,2.505,0.158,2.509,0.158,5.003,0.158,5.017
0.159,1.318,0.159,1.328,0.159,1.319,0.065,-0.331,0.065,-0.327,0.072,0.591,0.072,0.583,0.159,1.871,0.159,1.868,0.159,2.508,0.159,2.508,0.159,4.997,0.159,5.012
0.16,1.305,0.16,1.331,0.16,1.322,0.065,-0.345,0.065,-0.35,0.072,0.581,0.072,0.572,0.16,1.864,0.16,1.864,0.16,2.492,0.16,2.498,0.16,4.972,0.16,4.989
0.161,1.308,0.161,1.321,0.161,1.324,0.065,-0.331,0.065,-0.333,0.073,0.571,0.073,0.561,0.161,1.859,0.161,1.857,0.161,2.482,0.161,2.502,0.161,4.96,0.161,4.978
0.162,1.301,0.162,1.319,0.162,1.314,0.065,-0.34,0.065,-0.339,0.073,0.592,0.073,0.591,0.162,1.844,0.162,1.85,0.162,2.477,0.162,2.477,0.162,4.94,0.162,4.954
0.163,1.307,0.163,1.33,0.163,1.331,0.064,-0.333,0.064,-0.324,0.073,0.591,0.073,0.569,0.163,1.867,0.163,1.865,0.163,2.479,0.163,2.494,0.163,4.948,0.163,4.969
0.164,1.293,0.164,1.324,0.164,1.318,0.064,-0.345,0.064,-0.319,0.074,0.564,0.074,0.574,0.164,1.836,0.164,1.85,0.164,2.465,0.164,2.477,0.164,4.922,0.164,4.94
0.165,1.296,0.165,1.318,0.165,1.311,0.064,-0.328,0.064,-0.331,0.074,0.574,0.074,0.58,0.165,1.827,0.165,1.848,0.165,2.462,0.165,2.459,0.165,4.902,0.165,4.925
0.166,1.293,0.166,1.314,0.166,1.31,0.064,-0.334,0.064,-0.334,0.074,0.578,0.074,0.577,0.166,1.818,0.166,1.83,0.166,2.445,0.166,2.446,0.166,4.879,0.166,4.893
0.167,1.285,0.167,1.322,0.167,1.316,0.063,-0.325,0.063,-0.339,0.075,0.598,0.075,0.578,0.167,1.818,0.167,1.825,0.167,2.436,0.167,2.446,0.167,4.865,0.167,4.888
0.168,1.291,0.168,1.311,0.168,1.311,0.063,-0.353,0.063,-0.354,0.075,0.592,0.075,0.594,0.168,1.811,0.168,1.814,0.168,2.434,0.168,2.433,0.168,4.842,0.168,4.863
0.169,1.279,0.169,1.31,0.169,1.305,0.063,-0.345,0.063,-0.343,0.076,0.554,0.076,0.569,0.169,1.805,0.169,1.807,0.169,2.42,0.169,2.428,0.169,4.817,0.169,4.85
0.17,1.281,0.17,1.31,0.17,1.301,0.063,-0.342,0.063,-0.334,0.076,0.58,0.076,0.58,0.17,1.79,0.17,1.796,0.17,2.406,0.17,2.408,0.17,4.804,0.17,4.824
0.171,1.282,0.171,1.314,0.171,1.31,0.062,-0.337,0.062,-0.333,0.076,0.589,0.076,0.566,0.171,1.798,0.171,1.807,0.171,2.408,0.171,2.413,0.171,4.796,0.171,4.825
0.172,1.278,0.172,1.31,0.172,1.304,0.062,-0.345,0.062,-0.334,0.077,0.583,0.077,0.606,0.172,1.784,0.172,1.785,0.172,2.39,0.172,2.4,0.172,4.771,0.172,4.804
0.173,1.275,0.173,1.296,0.173,1.307,0.062,-0.337,0.062,-0.331,0.077,0.569,0.077,0.577,0.173,1.784,0.173,1.778,0.173,2.379,0.173,2.393,0.173,4.755,0.173,4.778
0.174,1.27,0.174,1.308,0.174,1.299,0.061,-0.333,0.061,-0.328,0.077,0.589,0.077,0.574,0.174,1.77,0.174,1.775,0.174,2.37,0.174,2.373,0.174,4.732,0.174,4.75
0.175,1.27,0.175,1.305,0.175,1.301,0.061,-0.333,0.061,-0.333,0.078,0.584,0.078,0.581,0.175,1.765,0.175,1.767,0.175,2.36,0.175,2.373,0.175,4.715,0.175,4.742
0.176,1.265,0.176,1.302,0.176,1.293,0.061,-0.331,0.061,-0.328,0.078,0.574,0.078,0.586,0.176,1.759,0.176,1.758,0.176,2.354,0.176,2.359,0.176,4.698,0.176,4.721
0.177,1.275,0.177,1.296,0.177,1.298,0.061,-0.348,0.061,-0.324,0.079,0.563,0.079,0.561,0.177,1.753,0.177,1.75,0.177,2.35,0.177,2.348,0.177,4.679,0.177,4.704
0.178,1.265,0.178,1.291,0.178,1.285,0.06,-0.342,0.06,-0.343,0.079,0.591,0.079,0.586,0.178,1.738,0.178,1.744,0.178,2.334,0.178,2.33,0.178,4.655,0.178,4.684
0.179,1.27,0.179,1.298,0.179,1.301,0.06,-0.336,0.06,-0.334,0.079,0.569,0.079,0.557,0.179,1.747,0.179,1.752,0.179,2.34,0.179,2.336,0.179,4.659,0.179,4.679
0.18,1.262,0.18,1.301,0.18,1.288,0.06,-0.294,0.06,-0.282,0.08,0.597,0.08,0.58,0.18,1.733,0.18,1.738,0.18,2.317,0.18,2.319,0.18,4.635,0.18,4.658
0.181,1.267,0.181,1.295,0.181,1.29,0.06,-0.155,0.06,-0.149,0.08,0.571,0.08,0.581,0.181,1.719,0.181,1.73,0.181,2.311,0.181,2.314,0.181,4.615,0.181,4.635
0.182,1.264,0.182,1.288,0.182,1.279,0.06,-0.032,0.06,-0.009,0.081,0.58,0.081,0.564,0.182,1.702,0.182,1.706,0.182,2.294,0.182,2.298,0.182,4.587,0.182,4.609
0.183,1.264,0.183,1.282,0.183,1.284,0.061,0.063,0.061,0.077,0.081,0.586,0.081,0.574,0.183,1.704,0.183,1.698,0.183,2.284,0.183,2.281,0.183,4.57,0.183,4.601
0.184,1.265,0.184,1.279,0.184,1.268,0.061,0.138,0.061,0.153,0.081,0.591,0.081,0.574,0.184,1.686,0.184,1.692,0.184,2.261,0.184,2.262,0.184,4.547,0.184,4.572
0.185,1.267,0.185,1.282,0.185,1.267,0.061,0.186,0.061,0.193,0.082,0.568,0.082,0.555,0.185,1.681,0.185,1.681,0.185,2.25,0.185,2.258,0.185,4.521,0.185,4.544
0.186,1.265,0.186,1.273,0.186,1.259,0.061,0.215,0.061,0.218,0.082,0.586,0.082,0.577,0.186,1.669,0.186,1.667,0.186,2.232,0.186,2.239,0.186,4.494,0.186,4.521
0.187,1.272,0.187,1.275,0.187,1.262,0.062,0.233,0.062,0.226,0.082,0.577,0.082,0.589,0.187,1.67,0.187,1.669,0.187,2.236,0.187,2.239,0.187,4.497,0.187,4.512
0.188,1.275,0.188,1.264,0.188,1.25,0.062,0.247,0.062,0.25,0.083,0.611,0.083,0.603,0.188,1.65,0.188,1.652,0.188,2.215,0.188,2.219,0.188,4.465,0.188,4.478
0.189,1.275,0.189,1.258,0.189,1.236,0.062,0.25,0.062,0.247,0.083,0.592,0.083,0.577,0.189,1.649,0.189,1.649,0.189,2.204,0.189,2.212,0.189,4.439,0.189,4.466
0.19,1.276,0.19,1.255,0.19,1.235,0.063,0.267,0.063,0.253,0.084,0.577,0.084,0.589,0.19,1.63,0.19,1.629,0.19,2.184,0.19,2.189,0.19,4.408,0.19,4.431
0.191,1.276,0.191,1.258,0.191,1.235,0.063,0.258,0.063,0.252,0.084,0.595,0.084,0.575,0.191,1.626,0.191,1.627,0.191,2.183,0.191,2.179,0.191,4.394,0.191,4.414
0.192,1.279,0.192,1.244,0.192,1.226,0.063,0.276,0.063,0.273,0.084,0.571,0.084,0.574,0.192,1.618,0.192,1.615,0.192,2.17,0.192,2.167,0.192,4.36,0.192,4.38
0.193,1.276,0.193,1.244,0.193,1.226,0.063,0.264,0.063,0.258,0.085,0.568,0.085,0.569,0.193,1.609,0.193,1.603,0.193,2.161,0.193,2.155,0.193,4.345,0.193,4.354
0.194,1.281,0.194,1.229,0.194,1.212,0.064,0.268,0.064,0.27,0.085,0.592,0.085,0.592,0.194,1.586,0.194,1.586,0.194,2.141,0.194,2.138,0.194,4.316,0.194,4.33
0.195,1.29,0.195,1.233,0.195,1.215,0.064,0.259,0.064,0.259,0.085,0.572,0.085,0.561,0.195,1.604,0.195,1.609,0.195,2.14,0.195,2.149,0.195,4.324,0.195,4.328
0.196,1.284,0.196,1.221,0.196,1.201,0.064,0.282,0.064,0.272,0.086,0.574,0.086,0.586,0.196,1.584,0.196,1.583,0.196,2.123,0.196,2.127,0.196,4.291,0.196,4.299
0.197,1.281,0.197,1.21,0.197,1.19,0.064,0.268,0.064,0.255,0.086,0.569,0.086,0.572,0.197,1.572,0.197,1.571,0.197,2.109,0.197,2.107,0.197,4.271,0.197,4.274
0.198,1.282,0.198,1.198,0.198,1.176,0.065,0.268,0.065,0.273,0.086,0.568,0.086,0.592,0.198,1.569,0.198,1.552,0.198,2.094,0.198,2.083,0.198,4.233,0.198,4.245
0.199,1.279,0.199,1.187,0.199,1.167,0.065,0.265,0.065,0.272,0.087,0.586,0.087,0.572,0.199,1.555,0.199,1.546,0.199,2.08,0.199,2.078,0.199,4.213,0.199,4.218
0.2,1.278,0.2,1.176,0.2,1.152,0.065,0.276,0.065,0.278,0.087,0.581,0.087,0.595,0.2,1.54,0.2,1.525,0.2,2.068,0.2,2.058,0.2,4.184,0.2,4.187
0.201,1.275,0.201,1.16,0.201,1.138,0.065,0.273,0.065,0.265,0.088,0.568,0.088,0.554,0.201,1.535,0.201,1.526,0.201,2.049,0.201,2.055,0.201,4.155,0.201,4.158
0.202,1.265,0.202,1.157,0.202,1.123,0.066,0.272,0.066,0.268,0.088,0.589,0.088,0.583,0.202,1.515,0.202,1.505,0.202,2.032,0.202,2.022,0.202,4.136,0.202,4.121
0.203,1.262,0.203,1.147,0.203,1.118,0.066,0.259,0.066,0.267,0.088,0.569,0.088,0.563,0.203,1.5,0.203,1.494,0.203,2.026,0.203,2.025,0.203,4.12,0.203,4.115
0.204,1.25,0.204,1.126,0.204,1.104,0.066,0.27,0.066,0.276,0.089,0.589,0.089,0.574,0.204,1.492,0.204,1.479,0.204,2.005,0.204,1.997,0.204,4.084,0.204,4.084
0.205,1.244,0.205,1.115,0.205,1.091,0.066,0.275,0.066,0.27,0.089,0.578,0.089,0.578,0.205,1.476,0.205,1.466,0.205,1.985,0.205,1.977,0.205,4.051,0.205,4.052
0.206,1.232,0.206,1.1,0.206,1.074,0.067,0.268,0.067,0.273,0.089,0.571,0.089,0.566,0.206,1.459,0.206,1.446,0.206,1.969,0.206,1.959,0.206,4.032,0.206,4.023
0.207,1.229,0.207,1.092,0.207,1.061,0.067,0.272,0.067,0.27,0.09,0.575,0.09,0.561,0.207,1.448,0.207,1.436,0.207,1.948,0.207,1.945,0.207,4.006,0.207,4
0.208,1.222,0.208,1.077,0.208,1.049,0.067,0.304,0.067,0.291,0.09,0.587,0.09,0.574,0.208,1.431,0.208,1.414,0.208,1.939,0.208,1.91,0.208,3.974,0.208,3.966
0.209,1.207,0.209,1.066,0.209,1.04,0.067,0.276,0.067,0.282,0.091,0.554,0.091,0.572,0.209,1.416,0.209,1.399,0.209,1.906,0.209,1.897,0.209,3.949,0.209,3.942
0.21,1.19,0.21,1.055,0.21,1.028,0.068,0.276,0.068,0.282,0.091,0.58,0.091,0.58,0.21,1.399,0.21,1.374,0.21,1.882,0.21,1.876,0.21,3.919,0.21,3.906
0.211,1.186,0.211,1.038,0.211,1.018,0.068,0.267,0.068,0.262,0.091,0.569,0.091,0.586,0.211,1.4,0.211,1.379,0.211,1.885,0.211,1.87,0.211,3.903,0.211,3.894
0.212,1.17,0.212,1.025,0.212,1.002,0.068,0.275,0.068,0.267,0.092,0.574,0.092,0.595,0.212,1.368,0.212,1.356,0.212,1.85,0.212,1.836,0.212,3.879,0.212,3.85
0.213,1.161,0.213,1.015,0.213,0.988,0.068,0.273,0.068,0.258,0.092,0.581,0.092,0.558,0.213,1.362,0.213,1.348,0.213,1.83,0.213,1.814,0.213,3.847,0.213,3.816
0.214,1.146,0.214,0.997,0.214,0.976,0.069,0.268,0.069,0.268,0.092,0.571,0.092,0.575,0.214,1.336,0.214,1.321,0.214,1.802,0.214,1.795,0.214,3.805,0.214,3.775
0.215,1.137,0.215,0.986,0.215,0.96,0.069,0.272,0.069,0.268,0.093,0.58,0.093,0.578,0.215,1.321,0.215,1.308,0.215,1.785,0.215,1.782,0.215,3.793,0.215,3.756
0.216,1.12,0.216,0.972,0.216,0.948,0.069,0.293,0.069,0.298,0.093,0.581,0.093,0.58,0.216,1.301,0.216,1.291,0.216,1.756,0.216,1.755,0.216,3.741,0.216,3.712
0.217,1.106,0.217,0.965,0.217,0.934,0.069,0.273,0.069,0.264,0.094,0.574,0.094,0.551,0.217,1.287,0.217,1.27,0.217,1.742,0.217,1.73,0.217,3.705,0.217,3.675
0.218,1.086,0.218,0.948,0.218,0.922,0.07,0.273,0.07,0.268,0.094,0.568,0.094,0.578,0.218,1.268,0.218,1.252,0.218,1.715,0.218,1.699,0.218,3.666,0.218,3.63
0.219,1.083,0.219,0.939,0.219,0.917,0.07,0.268,0.07,0.272,0.094,0.572,0.094,0.549,0.219,1.264,0.219,1.242,0.219,1.702,0.219,1.69,0.219,3.644,0.219,3.607
0.22,1.068,0.22,0.928,0.22,0.897,0.07,0.281,0.07,0.276,0.095,0.581,0.095,0.58,0.22,1.239,0.22,1.218,0.22,1.675,0.22,1.656,0.22,3.598,0.22,3.561
0.221,1.058,0.221,0.91,0.221,0.894,0.07,0.276,0.07,0.267,0.095,0.569,0.095,0.564,0.221,1.221,0.221,1.201,0.221,1.658,0.221,1.644,0.221,3.56,0.221,3.521
0.222,1.046,0.222,0.897,0.222,0.879,0.07,0.278,0.07,0.267,0.096,0.574,0.096,0.551,0.222,1.207,0.222,1.184,0.222,1.638,0.222,1.618,0.222,3.521,0.222,3.471
0.223,1.028,0.223,0.897,0.223,0.867,0.071,0.267,0.071,0.262,0.096,0.572,0.096,0.58,0.223,1.196,0.223,1.176,0.223,1.615,0.223,1.598,0.223,3.483,0.223,3.439
0.224,1.014,0.224,0.873,0.224,0.856,0.071,0.282,0.071,0.284,0.096,0.584,0.096,0.58,0.224,1.176,0.224,1.158,0.224,1.595,0.224,1.572,0.224,3.44,0.224,3.391
0.225,1,0.225,0.865,0.225,0.844,0.071,0.278,0.071,0.268,0.097,0.557,0.097,0.558,0.225,1.164,0.225,1.143,0.225,1.574,0.225,1.557,0.225,3.397,0.225,3.356
0.226,0.989,0.226,0.856,0.226,0.827,0.071,0.278,0.071,0.265,0.097,0.591,0.097,0.584,0.226,1.147,0.226,1.129,0.226,1.56,0.226,1.535,0.226,3.367,0.226,3.314
0.227,0.972,0.227,0.847,0.227,0.819,0.072,0.272,0.072,0.265,0.097,0.571,0.097,0.557,0.227,1.138,0.227,1.12,0.227,1.545,0.227,1.522,0.227,3.35,0.227,3.291
0.228,0.962,0.228,0.821,0.228,0.805,0.072,0.268,0.072,0.281,0.098,0.586,0.098,0.572,0.228,1.114,0.228,1.095,0.228,1.518,0.228,1.499,0.228,3.294,0.228,3.242
0.229,0.953,0.229,0.818,0.229,0.802,0.072,0.268,0.072,0.264,0.098,0.561,0.098,0.566,0.229,1.104,0.229,1.086,0.229,1.494,0.229,1.474,0.229,3.256,0.229,3.198
0.23,0.934,0.23,0.804,0.23,0.784,0.072,0.27,0.072,0.281,0.099,0.569,0.099,0.555,0.23,1.081,0.23,1.068,0.23,1.471,0.23,1.459,0.23,3.221,0.23,3.15
0.231,0.925,0.231,0.796,0.231,0.781,0.073,0.276,0.073,0.273,0.099,0.589,0.099,0.592,0.231,1.069,0.231,1.054,0.231,1.456,0.231,1.451,0.231,3.183,0.231,3.121
0.232,0.916,0.232,0.782,0.232,0.758,0.073,0.276,0.073,0.276,0.099,0.577,0.099,0.584,0.232,1.054,0.232,1.034,0.232,1.433,0.232,1.414,0.232,3.14,0.232,3.074
0.233,0.89,0.233,0.768,0.233,0.747,0.073,0.279,0.073,0.27,0.1,0.56,0.1,0.558,0.233,1.034,0.233,1.023,0.233,1.413,0.233,1.394,0.233,3.1,0.233,3.032
0.234,0.88,0.234,0.759,0.234,0.738,0.073,0.275,0.073,0.276,0.1,0.574,0.1,0.574,0.234,1.018,0.234,1.003,0.234,1.391,0.234,1.371,0.234,3.066,0.234,2.989
0.235,0.873,0.235,0.749,0.235,0.726,0.074,0.273,0.074,0.273,0.1,0.569,0.1,0.549,0.235,1.015,0.235,0.991,0.235,1.377,0.235,1.364,0.235,3.029,0.235,2.957
0.236,0.857,0.236,0.736,0.236,0.722,0.074,0.273,0.074,0.288,0.101,0.572,0.101,0.558,0.236,0.994,0.236,0.979,0.236,1.36,0.236,1.337,0.236,2.986,0.236,2.919
0.237,0.844,0.237,0.722,0.237,0.698,0.074,0.284,0.074,0.267,0.101,0.558,0.101,0.564,0.237,0.988,0.237,0.963,0.237,1.33,0.237,1.319,0.237,2.957,0.237,2.873
0.238,0.831,0.238,0.712,0.238,0.692,0.074,0.279,0.074,0.265,0.102,0.577,0.102,0.578,0.238,0.962,0.238,0.942,0.238,1.313,0.238,1.29,0.238,2.911,0.238,2.836
0.239,0.816,0.239,0.701,0.239,0.678,0.075,0.27,0.075,0.267,0.102,0.572,0.102,0.554,0.239,0.94,0.239,0.933,0.239,1.287,0.239,1.267,0.239,2.874,0.239,2.801
0.24,0.804,0.24,0.686,0.24,0.669,0.075,0.285,0.075,0.291,0.102,0.572,0.102,0.571,0.24,0.931,0.24,0.913,0.24,1.27,0.24,1.255,0.24,2.83,0.24,2.756
0.241,0.788,0.241,0.681,0.241,0.653,0.075,0.282,0.075,0.281,0.103,0.555,0.103,0.552,0.241,0.913,0.241,0.902,0.241,1.247,0.241,1.235,0.241,2.79,0.241,2.718
0.242,0.779,0.242,0.663,0.242,0.638,0.075,0.279,0.075,0.267,0.103,0.584,0.103,0.568,0.242,0.9,0.242,0.879,0.242,1.222,0.242,1.204,0.242,2.758,0.242,2.675
0.243,0.768,0.243,0.653,0.243,0.637,0.076,0.267,0.076,0.276,0.103,0.566,0.103,0.546,0.243,0.896,0.243,0.879,0.243,1.216,0.243,1.199,0.243,2.725,0.243,2.652
0.244,0.752,0.244,0.641,0.244,0.623,0.076,0.282,0.076,0.276,0.104,0.58,0.104,0.558,0.244,0.877,0.244,0.85,0.244,1.193,0.244,1.18,0.244,2.681,0.244,2.604
0.245,0.739,0.245,0.632,0.245,0.609,0.076,0.273,0.076,0.272,0.104,0.564,0.104,0.563,0.245,0.859,0.245,0.839,0.245,1.172,0.245,1.158,0.245,2.64,0.245,2.561
0.246,0.721,0.246,0.62,0.246,0.594,0.076,0.275,0.076,0.281,0.104,0.549,0.104,0.56,0.246,0.841,0.246,0.822,0.246,1.157,0.246,1.132,0.246,2.606,0.246,2.526
0.247,0.712,0.247,0.606,0.247,0.586,0.077,0.267,0.077,0.27,0.105,0.561,0.105,0.56,0.247,0.831,0.247,0.814,0.247,1.14,0.247,1.121,0.247,2.58,0.247,2.494
0.248,0.696,0.248,0.595,0.248,0.578,0.077,0.296,0.077,0.284,0.105,0.58,0.105,0.563,0.248,0.818,0.248,0.791,0.248,1.11,0.248,1.094,0.248,2.534,0.248,2.448
0.249,0.69,0.249,0.58,0.249,0.564,0.077,0.278,0.077,0.279,0.106,0.555,0.106,0.555,0.249,0.801,0.249,0.782,0.249,1.084,0.249,1.074,0.249,2.495,0.249,2.413
0.25,0.676,0.25,0.574,0.25,0.554,0.077,0.273,0.077,0.279,0.106,0.577,0.106,0.551,0.25,0.782,0.25,0.767,0.25,1.068,0.25,1.055,0.25,2.446,0.25,2.373
0.251,0.664,0.251,0.561,0.251,0.545,0.078,0.273,0.078,0.273,0.106,0.552,0.106,0.549,0.251,0.768,0.251,0.767,0.251,1.049,0.251,1.043,0.251,2.42,0.251,2.347
0.252,0.649,0.252,0.557,0.252,0.532,0.078,0.278,0.078,0.284,0.107,0.583,0.107,0.594,0.252,0.752,0.252,0.739,0.252,1.032,0.252,1.014,0.252,2.373,0.252,2.299
0.253,0.643,0.253,0.54,0.253,0.528,0.078,0.278,0.078,0.265,0.107,0.568,0.107,0.557,0.253,0.741,0.253,0.73,0.253,1.009,0.253,1.003,0.253,2.34,0.253,2.264
0.254,0.623,0.254,0.529,0.254,0.508,0.079,0.267,0.079,0.279,0.107,0.569,0.107,0.574,0.254,0.721,0.254,0.718,0.254,1,0.254,0.983,0.254,2.302,0.254,2.222
0.255,0.62,0.255,0.515,0.255,0.505,0.079,0.276,0.079,0.272,0.108,0.555,0.108,0.563,0.255,0.713,0.255,0.701,0.255,0.974,0.255,0.969,0.255,2.275,0.255,2.187
0.256,0.606,0.256,0.509,0.256,0.489,0.079,0.302,0.079,0.295,0.108,0.561,0.108,0.561,0.256,0.699,0.256,0.686,0.256,0.968,0.256,0.949,0.256,2.224,0.256,2.144
0.257,0.589,0.257,0.486,0.257,0.486,0.079,0.288,0.079,0.278,0.109,0.56,0.109,0.568,0.257,0.683,0.257,0.675,0.257,0.946,0.257,0.93,0.257,2.186,0.257,2.107
0.258,0.581,0.258,0.492,0.258,0.472,0.08,0.276,0.08,0.279,0.109,0.568,0.109,0.554,0.258,0.673,0.258,0.666,0.258,0.926,0.258,0.916,0.258,2.144,0.258,2.068
0.259,0.578,0.259,0.489,0.259,0.474,0.08,0.276,0.08,0.267,0.109,0.549,0.109,0.552,0.259,0.676,0.259,0.663,0.259,0.926,0.259,0.914,0.259,2.13,0.259,2.055
0.26,0.569,0.26,0.477,0.26,0.465,0.08,0.284,0.08,0.273,0.11,0.569,0.11,0.58,0.26,0.66,0.26,0.643,0.26,0.897,0.26,0.899,0.26,2.091,0.26,2.022
0.261,0.56,0.261,0.468,0.261,0.457,0.08,0.275,0.08,0.267,0.11,0.555,0.11,0.546,0.261,0.65,0.261,0.634,0.261,0.883,0.261,0.877,0.261,2.051,0.261,1.972
0.262,0.548,0.262,0.46,0.262,0.445,0.081,0.275,0.081,0.278,0.111,0.558,0.111,0.555,0.262,0.634,0.262,0.618,0.262,0.862,0.262,0.854,0.262,2.009,0.262,1.933
0.263,0.534,0.263,0.448,0.263,0.443,0.081,0.288,0.081,0.273,0.111,0.549,0.111,0.578,0.263,0.624,0.263,0.615,0.263,0.851,0.263,0.848,0.263,1.974,0.263,1.903
0.264,0.525,0.264,0.446,0.264,0.431,0.081,0.276,0.081,0.279,0.111,0.564,0.111,0.558,0.264,0.609,0.264,0.595,0.264,0.831,0.264,0.816,0.264,1.934,0.264,1.867
0.265,0.52,0.265,0.434,0.265,0.428,0.081,0.282,0.081,0.265,0.112,0.554,0.112,0.549,0.265,0.598,0.265,0.591,0.265,0.816,0.265,0.805,0.265,1.899,0.265,1.83
0.266,0.508,0.266,0.431,0.266,0.416,0.082,0.273,0.082,0.273,0.112,0.564,0.112,0.552,0.266,0.591,0.266,0.58,0.266,0.801,0.266,0.793,0.266,1.865,0.266,1.801
0.267,0.503,0.267,0.419,0.267,0.41,0.082,0.276,0.082,0.275,0.112,0.558,0.112,0.557,0.267,0.583,0.267,0.577,0.267,0.793,0.267,0.784,0.267,1.837,0.267,1.767
0.268,0.494,0.268,0.416,0.268,0.402,0.082,0.288,0.082,0.278,0.113,0.575,0.113,0.557,0.268,0.574,0.268,0.56,0.268,0.779,0.268,0.765,0.268,1.798,0.268,1.733
0.269,0.479,0.269,0.405,0.269,0.397,0.082,0.279,0.082,0.267,0.113,0.554,0.113,0.554,0.269,0.561,0.269,0.557,0.269,0.767,0.269,0.765,0.269,1.768,0.269,1.712
0.27,0.476,0.27,0.397,0.27,0.391,0.083,0.284,0.083,0.284,0.114,0.564,0.114,0.552,0.27,0.558,0.27,0.543,0.27,0.755,0.27,0.75,0.27,1.733,0.27,1.678
0.271,0.474,0.271,0.4,0.271,0.384,0.083,0.273,0.083,0.273,0.114,0.551,0.114,0.568,0.271,0.546,0.271,0.541,0.271,0.739,0.271,0.741,0.271,1.709,0.271,1.65
0.272,0.462,0.272,0.39,0.272,0.379,0.083,0.291,0.083,0.285,0.114,0.552,0.114,0.56,0.272,0.534,0.272,0.531,0.272,0.724,0.272,0.73,0.272,1.679,0.272,1.615
